2021-06-07 23:01:04,792 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,802 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16021' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,846 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 23:01:04,862 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,872 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16028' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,899 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 23:01:04,914 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,929 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16031' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:04,989 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 23:01:05,000 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:05,012 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16037' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:06,120 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Failed In Lowercase : <=7|118.75|(60, 94, 90)|0.453| | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Τρόπος χορήγησης' | Qrd txt :- '4.2 Δοσολογία και τρόπος χορήγησης' | Matched :- 'False'
2021-06-07 23:01:06,144 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Τρόπος χορήγησης' | Qrd txt :- 'Τρόπος χορήγησης' | Matched :- 'True'
2021-06-07 23:01:06,155 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:06,168 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16014' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:10,407 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.3 Αντενδείξεις' | Qrd txt :- '4.3 Αντενδείξεις' | Matched :- 'True'
2021-06-07 23:01:10,417 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:10,426 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16016' | prevHeadingCurrId :- '16011' | prevHeadingFoundId :- '16011'
2021-06-07 23:01:16,526 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.4 Ειδικές προειδοποιήσεις και προφυλάξεις κατά τη χρήση' | Qrd txt :- '4.4 Ειδικές προειδοποιήσεις και προφυλάξεις κατά τη χρήση' | Matched :- 'True'
